Winner,First Dragon,First Inhibitor,First Rift Herald,First Baron Nashor,First Tower,Barons,Dragons,Vision Score,Towers Taken,Time of CC Dealt,Kills,Assists,Deaths,Creep Score,Gold
False,True,False,True,True,False,1,3,144,4,101,21,38,25,541,49535
True,True,False,True,True,False,1,3,215,4,123,27,60,23,546,53137
True,True,True,True,True,False,1,3,128,10,91,35,48,23,572,54858
False,True,True,True,True,False,1,3,106,10,91,21,40,29,568,42422
False,True,False,True,False,True,0,2,178,5,118,26,35,31,515,51946
True,True,False,True,False,True,0,2,229,5,91,27,60,26,442,50790
False,False,False,False,False,False,0,0,85,0,53,17,20,24,433,31609
True,False,False,False,False,False,0,0,79,0,99,21,39,17,356,34219
True,True,False,True,False,True,0,1,83,4,52,12,26,6,329,28540
False,True,False,True,False,True,0,1,85,4,45,5,5,17,288,22013
True,True,False,True,False,True,0,4,99,5,55,22,34,9,397,38598
False,True,False,True,False,True,0,4,55,5,33,12,14,26,453,33619
True,True,True,True,True,True,1,5,171,11,95,15,26,12,603,51464
False,True,True,True,True,True,1,5,140,11,62,12,23,16,824,46604
True,True,False,True,True,True,2,3,194,9,98,25,29,30,558,57533
False,True,False,True,True,True,2,3,183,9,94,31,50,28,602,60822
False,False,False,True,False,True,0,1,95,5,66,16,19,23,388,37943
True,False,False,True,False,True,0,1,93,5,43,18,41,14,355,39469
False,False,False,False,True,False,1,2,241,3,92,37,48,35,603,62740
True,False,False,False,True,False,1,2,148,3,62,40,24,37,884,70383
True,False,True,False,False,True,1,1,169,10,114,23,54,29,429,48398
False,False,True,False,False,True,1,1,173,10,96,21,46,35,615,46801
True,True,True,True,True,True,1,3,131,8,78,23,31,9,409,39965
False,True,True,True,True,True,1,3,80,8,67,8,11,23,326,29470
False,False,False,False,False,False,0,0,121,3,61,10,9,15,420,32050
True,False,False,False,False,False,0,0,125,3,67,15,30,12,392,36476
True,True,True,False,True,True,2,4,154,10,133,23,56,17,379,48534
False,True,True,False,True,True,2,4,102,10,67,20,27,23,585,47923
False,False,False,False,False,False,0,0,163,1,78,20,46,26,517,44444
True,False,False,False,False,False,0,0,185,1,124,33,49,22,479,55180
False,False,False,True,False,False,0,0,142,3,62,15,16,27,555,37324
True,False,False,True,False,False,0,0,160,3,47,31,52,13,389,43225
True,True,False,True,False,False,0,3,142,4,85,16,35,9,481,41417
False,True,False,True,False,False,0,3,120,4,46,12,8,21,463,34726
True,True,True,False,True,False,1,3,90,9,44,40,51,31,585,56217
False,True,True,False,True,False,1,3,118,9,68,29,32,33,435,43814
False,True,False,False,False,False,0,1,78,0,59,5,6,22,301,25444
True,True,False,False,False,False,0,1,65,0,62,19,42,5,304,32993
False,False,False,False,False,False,0,0,59,1,42,7,8,27,425,28050
True,False,False,False,False,False,0,0,122,1,44,26,29,6,399,38538
False,True,False,True,False,False,0,3,193,2,119,17,24,22,716,48631
True,True,False,True,False,False,0,3,187,2,75,23,45,12,832,60675
False,True,False,False,False,False,1,4,131,5,106,21,29,28,607,46412
True,True,False,False,False,False,1,4,130,5,86,31,38,23,485,52687
True,False,True,True,False,True,0,2,105,9,78,23,33,14,345,39296
False,False,True,True,False,True,0,2,67,9,61,17,11,23,466,36284
False,False,False,False,False,False,0,0,65,0,44,8,5,24,494,30764
True,False,False,False,False,False,0,0,124,0,74,23,37,8,371,39803
True,True,False,True,False,True,0,2,62,5,57,16,20,3,238,27812
False,True,False,True,False,True,0,2,32,5,29,3,1,16,297,16235
False,False,False,True,False,True,0,1,87,2,58,26,30,29,704,55650
True,False,False,True,False,True,0,1,149,2,157,29,73,19,502,53011
True,True,False,True,False,True,0,1,50,5,29,12,18,4,404,29937
False,True,False,True,False,True,0,1,38,5,33,5,6,16,233,18983
True,True,True,True,False,True,0,2,61,5,24,17,17,8,345,28842
False,True,True,True,False,True,0,2,48,5,24,9,5,13,364,24320
False,False,False,True,False,True,0,2,140,5,101,24,45,24,507,49386
True,False,False,True,False,True,0,2,124,5,134,30,34,21,687,57498
True,True,True,True,False,True,0,2,129,7,134,15,42,15,500,38063
False,True,True,True,False,True,0,2,134,7,50,15,21,22,513,36462
False,False,False,False,False,False,0,0,70,0,46,1,6,20,266,20160
True,False,False,False,False,False,0,0,80,0,53,20,30,2,489,35394
False,False,False,True,False,True,0,0,73,1,53,8,7,16,630,36866
True,False,False,True,False,True,0,0,107,1,64,17,15,6,624,41872
False,True,False,False,False,False,0,1,66,1,75,12,11,29,402,28168
True,True,False,False,False,False,0,1,78,1,52,17,32,13,303,34136
False,False,False,False,False,False,0,0,80,2,75,13,9,20,344,32308
True,False,False,False,False,False,0,0,98,2,28,26,27,14,494,42933
True,True,True,True,True,False,2,3,175,7,90,32,52,17,505,55627
False,True,True,True,True,False,2,3,122,7,68,10,45,30,444,39601
True,True,True,True,False,False,0,2,126,8,94,37,61,25,608,58170
False,True,True,True,False,False,0,2,182,8,85,16,45,35,438,41950
False,False,False,True,False,False,0,2,131,4,141,31,32,30,602,53316
True,False,False,True,False,False,0,2,222,4,145,26,62,27,349,50120
False,False,False,False,False,False,0,0,33,0,14,5,6,11,267,18702
True,False,False,False,False,False,0,0,48,0,40,11,18,4,332,24129
True,True,True,True,True,True,1,3,94,10,75,24,23,7,540,43398
False,True,True,True,True,True,1,3,105,10,76,5,17,25,408,31264
False,False,False,False,False,False,0,0,53,0,30,2,3,14,271,17651
True,False,False,False,False,False,0,0,59,0,33,16,16,5,470,27578
False,True,False,False,False,False,0,2,138,1,87,12,16,33,421,36385
True,True,False,False,False,False,0,2,124,1,107,33,51,13,588,49199
True,True,True,True,True,True,1,2,109,9,58,22,31,17,508,46220
False,True,True,True,True,True,1,2,104,9,63,15,38,22,350,36104
True,True,True,False,False,True,0,1,55,4,67,22,22,7,246,29584
False,True,True,False,False,True,0,1,38,4,70,10,10,19,206,20268
False,True,False,False,True,False,1,2,142,3,86,22,31,28,429,43491
True,True,False,False,True,False,1,2,108,3,107,23,39,21,626,49410
True,False,True,True,True,False,1,0,86,9,67,20,31,14,353,40501
False,False,True,True,True,False,1,0,103,9,86,13,15,21,489,35187
False,False,False,True,False,True,0,0,136,5,195,25,36,37,460,47694
True,False,False,True,False,True,0,0,126,5,91,36,65,25,359,54935
True,True,True,True,False,True,0,2,63,9,36,13,24,5,257,29756
False,True,True,True,False,True,0,2,43,9,33,5,3,15,369,20358
True,True,True,False,False,True,0,2,171,8,46,24,41,15,453,44644
False,True,True,False,False,True,0,2,122,8,43,14,11,20,450,37186
True,True,True,True,False,True,0,2,102,8,50,27,29,7,372,37525
False,True,True,True,False,True,0,2,59,8,48,8,8,28,303,24150
False,True,False,True,True,False,2,1,159,4,95,28,36,35,646,55278
True,True,False,True,True,False,2,1,159,4,72,30,56,25,675,57531
True,True,True,True,True,True,1,3,90,10,36,17,23,14,402,40674
False,True,True,True,True,True,1,3,84,10,62,15,18,25,366,30129
True,True,False,True,False,True,0,1,54,3,42,15,20,3,296,26027
False,True,False,True,False,True,0,1,49,3,27,6,4,15,219,19294
True,True,True,True,False,True,0,2,50,8,62,25,29,5,359,32643
False,True,True,True,False,True,0,2,34,8,34,9,7,23,255,22047
True,False,True,True,True,True,1,2,179,9,88,21,43,20,419,48426
False,False,True,True,True,True,1,2,148,9,65,17,24,23,663,43927
False,True,False,False,False,True,0,1,75,1,60,5,5,20,494,30415
True,True,False,False,False,True,0,1,136,1,50,18,23,4,419,36997
False,False,False,True,True,False,1,1,114,4,92,26,39,37,489,48834
True,False,False,True,True,False,1,1,158,4,47,40,56,25,553,58976
False,False,False,False,False,False,0,0,78,1,52,13,15,17,476,32818
True,False,False,False,False,False,0,0,90,1,41,19,29,11,416,37843
False,False,False,False,False,False,0,0,125,2,100,18,35,28,465,41265
True,False,False,False,False,False,0,0,124,2,49,36,21,17,621,54005
False,False,False,False,False,True,0,0,87,2,63,17,21,25,331,34784
True,False,False,False,False,True,0,0,64,2,45,26,28,16,549,46505
False,False,False,False,False,False,0,0,15,0,16,3,3,8,149,12035
True,False,False,False,False,False,0,0,20,0,20,9,10,2,204,20807
True,True,True,False,True,True,1,2,119,9,59,24,45,10,334,41999
False,True,True,False,True,True,1,2,74,9,45,11,17,24,317,31034
False,False,False,False,True,False,2,1,145,4,102,30,38,28,477,52037
True,False,False,False,True,False,2,1,103,4,127,32,54,27,622,55055
True,True,False,True,True,False,1,3,78,4,57,26,35,18,328,39637
False,True,False,True,True,False,1,3,93,4,67,15,25,25,324,30962
True,True,False,True,False,True,0,3,91,5,73,24,29,14,351,36876
False,True,False,True,False,True,0,3,70,5,72,14,22,28,317,30349
False,False,False,False,False,False,0,0,20,0,17,1,1,11,166,13336
True,False,False,False,False,False,0,0,38,0,27,12,18,1,205,21856
False,False,False,False,False,False,0,0,126,6,74,11,24,27,471,40791
True,False,False,False,False,False,0,0,158,6,138,27,43,16,414,49655
True,False,True,False,True,False,2,3,199,9,194,27,37,20,537,56527
False,False,True,False,True,False,2,3,190,9,60,19,35,28,585,49096
False,False,False,False,False,False,1,0,189,5,127,34,70,42,611,69525
True,False,False,False,False,False,1,0,240,5,143,38,69,38,611,72742
True,False,False,True,False,False,1,2,140,9,100,23,40,37,533,53818
False,False,False,True,False,False,1,2,218,9,117,31,58,24,495,53496
True,True,True,True,False,True,0,2,107,6,57,16,30,8,331,33132
False,True,True,True,False,True,0,2,77,6,76,9,16,14,317,26865
True,True,False,True,True,True,1,2,99,7,89,31,53,15,331,40703
False,True,False,True,True,True,1,2,70,7,94,8,18,28,326,26561
True,True,True,True,True,True,1,1,95,9,76,26,28,8,634,47529
False,True,True,True,True,True,1,1,68,9,62,11,7,21,533,34381
True,True,True,True,False,True,0,2,66,7,109,11,22,9,274,27717
False,True,True,True,False,True,0,2,45,7,48,7,6,15,366,22222
False,True,False,False,False,False,0,1,122,0,95,19,29,30,397,40358
True,True,False,False,False,False,0,1,152,0,64,31,50,21,421,49474
False,False,False,False,False,False,0,1,107,0,89,15,27,31,403,38789
True,False,False,False,False,False,0,1,115,0,95,36,36,21,569,51731
False,False,False,False,False,True,0,0,83,2,51,6,4,20,357,26019
True,False,False,False,False,True,0,0,123,2,66,15,39,6,365,32312
False,False,False,False,False,False,0,0,1,0,5,1,0,1,22,3846
True,False,False,False,False,False,0,0,0,0,3,1,1,1,36,4452
False,False,False,False,False,False,0,0,64,0,77,9,15,17,324,29264
True,False,False,False,False,False,0,0,98,0,36,16,15,13,379,35987
True,True,True,True,False,True,1,3,168,9,99,21,32,24,548,53477
False,True,True,True,False,True,1,3,186,9,61,23,31,24,555,51027
True,True,True,False,True,False,1,2,119,9,63,14,35,8,377,39088
False,True,True,False,True,False,1,2,107,9,59,8,12,15,440,31118
False,False,False,True,False,False,0,1,99,2,97,9,19,27,520,35448
True,False,False,True,False,False,0,1,146,2,50,20,40,15,434,44303
True,False,True,True,True,True,1,2,110,11,107,27,51,23,351,45953
False,False,True,True,True,True,1,2,88,11,61,20,42,31,428,38697
False,False,False,True,False,False,0,1,79,0,87,27,37,34,504,43361
True,False,False,True,False,False,0,1,118,0,96,33,44,21,432,50007
True,True,True,True,True,True,1,3,171,8,50,30,45,21,364,47886
False,True,True,True,True,True,1,3,68,8,34,24,24,28,530,42732
False,False,False,False,False,False,0,0,68,0,54,8,7,21,306,24397
True,False,False,False,False,False,0,0,96,0,84,22,34,5,419,38061
True,True,True,False,False,False,0,3,148,9,65,33,44,17,428,50748
False,True,True,False,False,False,0,3,131,9,106,17,21,32,414,40815
False,False,False,True,False,False,0,2,128,2,46,18,32,29,358,37968
True,False,False,True,False,False,0,2,101,2,101,33,39,24,579,50947
True,False,True,True,True,True,1,2,102,8,95,28,53,15,481,44158
False,False,True,True,True,True,1,2,105,8,66,13,14,30,471,32553
False,False,False,False,False,False,0,0,53,1,33,7,9,19,497,29013
True,False,False,False,False,False,0,0,95,1,58,18,29,7,418,39330
True,True,True,True,False,True,0,2,72,11,66,25,23,6,267,34878
False,True,True,True,False,True,0,2,37,11,48,3,16,21,263,20211
True,False,True,True,True,True,1,2,89,9,74,33,41,13,493,43657
False,False,True,True,True,True,1,2,79,9,35,13,18,31,467,35039
False,True,False,False,False,False,0,1,44,0,29,4,12,24,307,18894
True,True,False,False,False,False,0,1,51,0,30,29,19,8,367,34757
True,True,True,True,False,True,0,3,173,7,81,27,44,34,484,51385
False,True,True,True,False,True,0,3,188,7,104,33,67,27,667,57869
True,False,True,False,False,True,0,0,11,5,4,0,3,0,182,11883
False,False,True,False,False,True,0,0,2,5,9,0,0,3,86,7411
False,False,False,False,False,False,0,1,117,1,82,17,43,25,412,40517
True,False,False,False,False,False,0,1,159,1,92,29,55,21,634,49516
False,False,False,False,False,False,0,0,24,0,37,3,3,12,166,15334
True,False,False,False,False,False,0,0,36,0,52,13,13,3,373,23359
False,False,False,True,False,True,0,1,161,3,124,19,30,30,449,40296
True,False,False,True,False,True,0,1,163,3,108,19,61,22,520,47315
False,False,False,False,False,True,0,0,103,3,52,21,43,37,487,43900
True,False,False,False,False,True,0,0,147,3,81,32,57,23,470,52078
False,False,False,False,False,False,0,0,28,0,25,6,6,14,212,18738
True,False,False,False,False,False,0,0,51,0,33,14,20,6,232,26550
False,True,False,True,False,False,0,1,46,0,26,4,4,16,274,21809
True,True,False,True,False,False,0,1,68,0,52,16,18,5,302,31661
False,False,False,False,False,False,0,0,20,0,11,3,2,10,229,14972
True,False,False,False,False,False,0,0,25,0,51,7,14,4,319,23533
True,True,False,True,True,True,1,2,111,4,41,19,17,11,549,38600
False,True,False,True,True,True,1,2,75,4,47,13,9,17,545,33818
True,True,True,True,True,True,1,2,100,10,113,40,73,20,355,48269
False,True,True,True,True,True,1,2,102,10,80,22,27,37,525,41138
False,True,False,False,False,True,0,1,90,2,71,5,13,17,456,27236
True,True,False,False,False,True,0,1,76,2,64,15,29,8,419,30288
True,False,True,False,False,True,1,4,170,11,119,29,60,19,436,51140
False,False,True,False,False,True,1,4,131,11,77,19,30,34,463,45846
False,False,False,True,False,False,1,3,174,4,46,41,37,37,542,57792
True,False,False,True,False,False,1,3,174,4,64,39,43,37,595,65222
False,False,False,False,False,False,0,1,77,1,88,24,21,25,540,40280
True,False,False,False,False,False,0,1,105,1,52,26,50,24,407,46827
False,False,False,False,False,False,0,1,78,0,40,16,17,20,356,29934
True,False,False,False,False,False,0,1,78,0,41,18,21,15,494,38169
False,False,False,False,False,False,0,1,102,3,95,21,33,24,642,47386
True,False,False,False,False,False,0,1,162,3,105,29,50,15,449,53921
True,True,True,False,False,False,1,3,171,10,127,25,49,30,512,56998
False,True,True,False,False,False,1,3,216,10,164,31,49,28,565,57545
False,False,False,False,False,False,0,0,64,0,85,7,15,24,338,26531
True,False,False,False,False,False,0,0,99,0,68,24,42,10,494,42666
False,False,False,False,False,False,0,0,2,0,3,2,1,2,10,4232
True,False,False,False,False,False,0,0,1,0,3,2,5,1,37,4481
True,True,True,False,True,True,2,3,130,8,95,25,38,16,367,45159
False,True,True,False,True,True,2,3,117,8,104,15,30,24,543,39086
True,False,True,False,False,True,0,2,120,11,59,25,46,12,410,43893
False,False,True,False,False,True,0,2,124,11,73,13,11,27,408,35854
False,True,False,False,False,True,0,1,73,1,46,19,20,29,485,36839
True,True,False,False,False,True,0,1,157,1,67,25,46,21,375,45730
True,True,False,True,True,True,2,4,199,10,134,39,68,34,735,67022
False,True,False,True,True,True,2,4,211,10,86,30,49,41,774,64239
False,True,False,False,False,False,0,1,122,2,86,19,29,30,491,43016
True,True,False,False,False,False,0,1,126,2,67,32,43,17,661,56833
True,True,True,True,True,True,2,5,201,10,139,34,38,19,576,64930
False,True,True,True,True,True,2,5,206,10,69,27,45,28,768,65278
True,True,True,True,False,True,0,2,123,10,89,30,60,19,435,44929
False,True,True,True,False,True,0,2,102,10,78,16,24,31,406,40516
True,True,True,True,True,True,1,3,125,10,37,23,30,11,460,45884
False,True,True,True,True,True,1,3,104,10,60,13,19,22,414,34792
True,True,True,True,False,True,0,2,61,4,69,13,38,9,371,28530
False,True,True,True,False,True,0,2,62,4,51,9,19,22,280,24705
False,True,False,True,False,False,0,2,115,3,58,15,17,26,473,38800
True,True,False,True,False,False,0,2,116,3,52,21,39,9,633,50458
False,False,False,False,False,True,0,1,92,1,66,18,20,32,556,39391
True,False,False,False,False,True,0,1,177,1,58,29,48,15,543,51632
True,False,False,False,False,True,0,1,61,4,36,13,16,3,257,25442
False,False,False,False,False,True,0,1,36,4,13,3,2,11,218,17784
True,True,False,False,False,True,0,2,31,3,20,14,15,6,359,26665
False,True,False,False,False,True,0,2,46,3,30,6,6,10,257,20413
True,False,True,False,True,False,1,2,178,10,116,18,53,24,500,52012
False,False,True,False,True,False,1,2,217,10,83,19,39,26,467,46387
False,True,False,False,False,True,0,1,139,1,126,9,31,31,618,37891
True,True,False,False,False,True,0,1,145,1,77,31,48,18,435,51174
False,False,False,False,False,True,0,0,53,1,80,9,11,28,311,22602
True,False,False,False,False,True,0,0,56,1,67,29,27,14,378,34597
False,False,False,True,False,True,0,0,127,3,100,11,13,21,427,35587
True,False,False,True,False,True,0,0,125,3,63,21,33,11,487,45275
False,True,False,False,False,True,0,2,121,3,70,16,29,22,412,37355
True,True,False,False,False,True,0,2,103,3,73,22,42,20,444,45093
False,True,False,False,False,False,0,1,84,0,42,9,11,32,307,28024
True,True,False,False,False,False,0,1,72,0,31,31,23,9,506,44160
True,True,True,True,True,True,1,4,123,11,102,30,64,21,467,54867
False,True,True,True,True,True,1,4,117,11,91,18,31,30,576,40432
True,True,False,False,False,False,0,2,72,1,38,12,24,5,229,25071
False,True,False,False,False,False,0,2,56,1,36,5,6,12,390,23532
False,True,False,False,False,True,0,1,69,2,81,13,9,19,441,29642
True,True,False,False,False,True,0,1,105,2,88,23,24,14,354,35173
False,False,False,True,False,True,0,1,122,2,104,16,24,36,481,42694
True,False,False,True,False,True,0,1,155,2,101,30,54,15,502,53585
True,False,True,True,True,True,1,2,103,10,92,19,45,12,334,40117
False,False,True,True,True,True,1,2,88,10,62,10,19,26,367,29806
False,False,False,False,False,False,0,0,49,0,63,15,17,23,473,32869
True,False,False,False,False,False,0,0,120,0,62,21,40,11,495,41166
False,True,False,False,False,True,0,1,81,1,14,8,8,15,326,27433
True,True,False,False,False,True,0,1,70,1,23,14,13,7,466,30911
False,False,False,True,False,True,0,1,82,4,45,18,15,22,601,43438
True,False,False,True,False,True,0,1,116,4,44,27,37,13,610,50961
False,False,False,True,False,False,0,0,100,2,99,15,28,24,337,32856
True,False,False,True,False,False,0,0,103,2,66,28,30,15,515,42689
False,False,False,False,False,False,0,1,106,4,81,9,14,23,577,34011
True,False,False,False,False,False,0,1,104,4,84,20,45,8,570,42835
False,False,False,False,False,True,0,0,122,2,130,26,38,40,486,50027
True,False,False,False,False,True,0,0,214,2,123,33,61,28,482,54856
True,True,True,True,True,True,1,2,84,9,61,24,36,15,534,42100
False,True,True,True,True,True,1,2,99,9,71,13,29,19,492,32192
True,True,True,True,False,True,0,1,25,6,13,8,8,1,285,21045
False,True,True,True,False,True,0,1,29,6,12,0,1,9,158,12452
False,False,False,True,False,False,0,0,116,0,43,11,12,19,211,25283
True,False,False,True,False,False,0,0,74,0,51,19,15,8,393,34378
True,False,True,False,True,False,2,2,96,11,73,22,34,16,671,52071
False,False,True,False,True,False,2,2,154,11,80,16,16,24,671,42343
True,False,True,True,False,True,0,1,44,7,69,20,34,11,423,38072
False,False,True,True,False,True,0,1,57,7,59,11,14,22,336,27401
False,False,False,False,False,False,0,1,128,1,103,14,17,23,396,35926
True,False,False,False,False,False,0,1,162,1,92,24,40,12,479,48983
True,True,True,True,True,True,2,5,102,10,144,44,70,28,667,67830
False,True,True,True,True,True,2,5,193,10,109,25,64,37,554,55159
False,False,False,False,False,False,0,0,68,0,26,5,5,23,254,22542
True,False,False,False,False,False,0,0,80,0,34,19,22,6,434,36308
True,False,False,True,False,True,1,1,157,7,34,22,28,24,887,65091
False,False,False,True,False,True,1,1,222,7,99,23,40,21,859,61872
True,False,True,True,True,True,1,0,140,10,88,15,35,14,447,45557
False,False,True,True,True,True,1,0,113,10,53,10,28,16,360,33066
True,True,True,True,False,True,0,4,151,10,94,23,41,19,683,49419
False,True,True,True,False,True,0,4,178,10,87,19,30,23,523,45728
True,True,False,False,True,True,1,2,83,4,37,26,28,14,458,39684
False,True,False,False,True,True,1,2,67,4,91,11,17,23,438,29177
True,False,False,True,False,False,1,2,157,8,103,31,55,20,394,51541
False,False,False,True,False,False,1,2,142,8,65,16,24,29,449,44645
False,False,False,False,False,False,0,1,98,3,59,17,21,26,626,39681
True,False,False,False,False,False,0,1,130,3,67,29,45,17,476,50381
False,False,False,True,False,False,0,0,111,3,57,16,18,39,319,32614
True,False,False,True,False,False,0,0,113,3,92,35,54,17,484,45009
False,True,False,True,False,True,0,1,81,1,82,15,17,24,390,35160
True,True,False,True,False,True,0,1,121,1,82,22,57,17,338,41652
True,True,True,True,True,False,2,5,203,10,67,28,36,19,702,56081
False,True,True,True,True,False,2,5,148,10,92,20,28,31,597,50376
True,False,True,True,True,True,1,2,109,11,77,28,60,10,308,41976
False,False,True,True,True,True,1,2,94,11,57,10,14,31,356,31002
False,True,False,False,False,False,0,1,85,2,87,13,13,28,425,34767
True,True,False,False,False,False,0,1,124,2,70,29,50,10,409,48857
True,True,True,False,True,True,1,4,118,11,63,46,35,32,465,57647
False,True,True,False,True,True,1,4,146,11,55,24,47,38,596,46051
False,False,False,False,False,False,0,1,166,2,80,13,42,24,533,40899
True,False,False,False,False,False,0,1,157,2,85,21,40,19,423,48981
True,True,False,True,False,True,0,3,123,7,79,30,36,26,752,56708
False,True,False,True,False,True,0,3,150,7,124,18,25,29,500,49577
False,False,False,False,False,False,0,0,1,0,0,0,0,0,19,3459
True,False,False,False,False,False,0,0,1,0,9,0,0,0,25,3677
False,True,False,True,False,True,0,3,161,4,74,22,28,29,485,39845
True,True,False,True,False,True,0,3,127,4,59,29,49,23,383,45647
False,False,False,False,False,False,0,0,46,0,39,3,2,16,368,21347
True,False,False,False,False,False,0,0,72,0,28,16,28,4,277,32408
True,True,False,True,False,True,0,1,49,4,58,15,25,8,289,28765
False,True,False,True,False,True,0,1,36,4,48,7,11,18,247,21576
True,True,True,True,False,True,0,2,59,8,59,20,19,11,477,37429
False,True,True,True,False,True,0,2,65,8,29,10,13,19,355,25892
True,False,True,True,True,True,1,2,117,8,53,27,39,19,316,44615
False,False,True,True,True,True,1,2,99,8,106,15,33,28,507,36520
False,False,False,False,False,False,0,0,83,2,57,21,34,30,547,43390
True,False,False,False,False,False,0,0,133,2,97,31,39,22,363,47620
False,False,False,False,False,False,0,0,87,4,43,16,17,26,391,36153
True,False,False,False,False,False,0,0,100,4,68,29,52,15,312,41510
True,True,False,False,False,True,0,2,45,4,31,16,20,7,380,31089
False,True,False,False,False,True,0,2,33,4,18,7,4,15,275,20336
True,True,True,True,True,True,1,3,59,6,26,27,20,8,420,40479
False,True,True,True,True,True,1,3,54,6,36,12,8,25,344,29182
True,False,False,True,False,True,0,2,144,7,81,23,30,19,757,56384
False,False,False,True,False,True,0,2,137,7,45,25,30,20,659,52985
True,False,True,False,False,False,1,1,177,11,81,23,51,21,569,56808
False,False,True,False,False,False,1,1,209,11,57,22,29,28,565,55914
False,False,False,False,True,False,1,1,166,4,142,31,64,29,379,49544
True,False,False,False,True,False,1,1,176,4,70,19,46,38,427,48230
True,False,False,False,False,False,0,1,225,7,172,40,67,37,504,62645
False,False,False,False,False,False,0,1,181,7,130,31,59,40,672,69219
True,True,True,True,False,False,0,2,105,7,56,21,42,13,481,38904
False,True,True,True,False,False,0,2,135,7,58,13,18,24,352,34490
False,True,False,True,False,False,0,1,88,3,40,12,7,19,346,30537
True,True,False,True,False,False,0,1,118,3,53,17,34,7,391,39894
True,False,True,True,False,True,0,1,55,8,27,14,18,8,235,26804
False,False,True,True,False,True,0,1,43,8,59,8,12,19,246,22411
False,False,False,False,False,False,0,0,78,0,69,10,21,27,344,31058
True,False,False,False,False,False,0,0,88,0,106,32,41,14,491,47102
False,True,False,True,False,True,0,3,155,4,77,14,18,26,479,39966
True,True,False,True,False,True,0,3,113,4,113,24,61,15,553,49820
False,False,False,False,False,False,0,1,107,0,52,7,6,15,339,25624
True,False,False,False,False,False,0,1,96,0,61,14,25,7,398,34071
False,True,False,False,False,False,0,1,58,1,56,8,12,21,528,32350
True,True,False,False,False,False,0,1,97,1,49,23,26,10,531,44327
True,False,True,True,False,True,0,3,134,9,54,23,38,8,393,40549
False,False,True,True,False,True,0,3,106,9,104,8,21,26,371,33316
False,False,False,False,False,True,0,1,72,3,33,14,15,24,494,37215
True,False,False,False,False,True,0,1,131,3,104,22,49,13,383,41837
True,True,True,True,False,True,0,2,60,9,25,18,12,6,423,33595
False,True,True,True,False,True,0,2,40,9,37,6,4,13,421,24138
True,True,True,True,False,True,0,2,42,8,41,11,18,2,262,26093
False,True,True,True,False,True,0,2,22,8,39,3,5,11,140,16010
True,True,False,True,False,True,0,1,56,2,57,16,22,3,244,25653
False,True,False,True,False,True,0,1,37,2,39,6,4,17,250,19293
True,True,True,True,False,True,1,4,290,9,119,39,71,33,577,73118
False,True,True,True,False,True,1,4,265,9,96,27,46,39,743,70062
True,True,True,True,True,True,1,3,126,11,65,24,40,11,451,44930
False,True,True,True,True,True,1,3,94,11,55,12,17,22,453,35350
False,True,False,True,False,False,0,2,93,2,40,15,18,23,601,41570
True,True,False,True,False,False,0,2,120,2,89,23,39,13,516,48090
True,True,False,True,True,True,1,4,154,5,72,17,29,17,472,47826
False,True,False,True,True,True,1,4,153,5,50,21,16,19,663,47328
True,True,True,True,False,True,0,3,82,7,42,21,35,9,524,37661
False,True,True,True,False,True,0,3,80,7,76,11,19,22,332,29118
False,True,False,False,False,False,0,1,91,0,73,23,28,33,469,38610
True,True,False,False,False,False,0,1,118,0,81,19,44,18,492,42657
False,False,False,False,False,True,0,1,166,4,161,25,41,28,544,50995
True,False,False,False,False,True,0,1,103,4,75,28,49,20,649,56391
False,False,False,False,False,True,0,1,162,3,121,29,40,36,710,55331
True,False,False,False,False,True,0,1,185,3,101,36,63,26,455,60314
True,True,True,True,False,True,0,2,92,7,52,21,33,10,261,33082
False,True,True,True,False,True,0,2,68,7,47,11,12,20,280,24039
True,True,True,True,True,False,1,3,120,7,107,30,47,20,374,43820
False,True,True,True,True,False,1,3,76,7,95,22,32,23,466,38975
False,True,False,True,False,False,0,1,28,1,29,5,4,20,304,20316
True,True,False,True,False,False,0,1,49,1,65,23,26,3,289,28522
False,False,True,False,True,False,2,2,136,5,119,23,52,29,398,45284
True,False,True,False,True,False,2,2,121,5,102,25,42,29,433,48887
False,False,False,False,False,False,0,1,55,1,41,16,22,28,462,35549
True,False,False,False,False,False,0,1,80,1,74,18,21,13,355,36730
True,True,True,True,True,True,1,2,84,10,108,38,47,19,522,49643
False,True,True,True,True,True,1,2,91,10,79,17,27,32,448,38820
True,False,True,False,False,False,0,2,154,9,71,30,39,14,693,50967
False,False,True,False,False,False,0,2,162,9,74,11,14,27,474,41783
False,False,False,False,False,False,0,0,80,0,80,13,19,28,305,29914
True,False,False,False,False,False,0,0,86,0,89,29,42,9,343,41337
False,False,False,True,False,False,0,0,51,0,19,6,5,15,249,20658
True,False,False,True,False,False,0,0,46,0,21,15,16,7,401,25745
False,False,False,True,False,False,0,0,97,0,37,11,17,16,328,27378
True,False,False,True,False,False,0,0,112,0,51,12,22,9,423,33350
False,False,False,True,False,False,0,0,92,1,46,10,12,18,296,26995
True,False,False,True,False,False,0,0,83,1,46,23,18,12,552,34247
False,False,True,True,False,False,0,1,164,6,42,17,28,28,537,47905
True,False,True,True,False,False,0,1,215,6,96,27,43,17,591,58118
False,False,False,False,False,False,0,0,150,4,65,11,21,29,488,41898
