Winner,First Dragon,First Inhibitor,First Rift Herald,First Baron Nashor,First Tower,Barons,Dragons,Vision Score,Towers Taken,Time of CC Dealt,Kills,Assists,Deaths,Creep Score,Gold
True,False,False,False,True,False,2,2,177,4,93,25,20,30,772,55070
False,True,False,True,False,True,0,2,245,3,185,24,49,32,608,55454
True,True,False,True,False,True,0,2,201,3,57,26,67,30,646,59075
True,True,True,True,False,False,2,5,168,11,94,32,40,21,785,66917
False,True,True,True,False,False,2,5,169,11,82,24,36,27,649,58276
False,False,False,False,False,False,0,0,71,0,84,15,28,26,484,35745
True,False,False,False,False,False,0,0,100,0,91,29,46,15,383,47109
True,False,True,False,True,False,1,2,202,9,128,32,51,39,544,62268
False,False,True,False,True,False,1,2,131,9,107,44,47,36,679,63122
True,True,True,True,False,True,0,3,60,9,71,25,28,7,513,39733
False,True,True,True,False,True,0,3,64,9,50,7,12,23,310,25914
False,False,False,True,False,False,0,0,128,2,105,16,26,25,341,34975
True,False,False,True,False,False,0,0,82,2,66,26,34,17,528,44487
True,True,True,False,True,True,2,3,157,8,97,34,55,22,507,57683
False,True,True,False,True,True,2,3,110,8,82,27,43,36,470,47365
False,False,False,False,False,False,0,0,49,0,80,10,17,33,208,22886
True,False,False,False,False,False,0,0,66,0,88,30,37,10,356,41805
False,True,False,True,False,False,0,1,67,1,50,12,13,19,405,26552
True,True,False,True,False,False,0,1,63,1,44,23,35,13,452,35049
True,False,False,True,False,False,0,0,72,2,36,12,9,4,355,26242
False,False,False,True,False,False,0,0,51,2,37,5,8,9,267,19896
False,True,False,True,True,True,1,2,118,4,90,7,28,30,381,37883
True,True,False,True,True,True,1,2,127,4,59,30,46,12,494,50590
False,False,False,False,False,False,0,0,35,0,41,4,5,20,225,20775
True,False,False,False,False,False,0,0,88,0,35,23,31,3,317,36395
True,False,False,False,False,True,0,0,59,2,36,15,25,3,243,27169
False,False,False,False,False,True,0,0,56,2,31,6,4,14,321,20461
False,False,False,True,False,False,0,0,55,0,56,6,11,12,510,29043
True,False,False,True,False,False,0,0,107,0,50,10,20,7,366,34994
True,True,True,True,True,True,1,2,78,9,144,37,33,18,355,45925
False,True,True,True,True,True,1,2,70,9,42,14,21,35,491,36000
False,False,False,True,False,True,0,0,139,6,55,12,28,18,366,36872
True,False,False,True,False,True,0,0,119,6,33,21,42,12,433,43123
False,False,False,False,False,True,0,1,63,2,26,14,8,15,442,31559
True,False,False,False,False,True,0,1,93,2,69,21,30,11,333,34259
True,True,False,True,False,True,0,2,98,8,92,33,28,16,322,39946
False,True,False,True,False,True,0,2,60,8,49,16,14,26,332,31726
False,False,False,False,False,False,0,0,39,0,27,4,4,14,243,17198
True,False,False,False,False,False,0,0,42,0,49,18,18,5,304,31339
True,False,True,True,True,False,1,2,152,7,77,25,37,14,349,43221
False,False,True,True,True,False,1,2,113,7,107,12,19,24,398,35255
True,False,True,True,True,True,1,3,185,10,30,27,52,17,465,51180
False,False,True,True,True,True,1,3,166,10,96,18,18,28,616,45840
True,True,True,True,False,True,1,6,233,10,117,28,44,18,623,61913
False,True,True,True,False,True,1,6,176,10,112,18,40,25,546,53655
False,False,False,True,False,False,0,0,52,1,35,3,6,15,310,22759
True,False,False,True,False,False,0,0,92,1,59,14,20,5,349,30759
False,True,False,False,False,True,0,3,176,5,83,22,37,30,484,50954
True,True,False,False,False,True,0,3,212,5,104,25,53,25,505,55406
True,True,True,True,True,True,1,3,97,9,53,18,30,7,341,38995
False,True,True,True,True,True,1,3,92,9,58,7,10,15,344,29948
False,True,False,False,False,False,0,1,149,0,92,10,33,32,444,37287
True,True,False,False,False,False,0,1,130,0,78,37,62,18,393,49906
True,False,False,True,False,True,0,2,75,2,8,17,22,9,509,35470
False,False,False,True,False,True,0,2,94,2,74,10,13,18,328,28552
False,True,False,False,False,False,0,3,199,4,84,38,53,46,770,67126
True,True,False,False,False,False,0,3,148,4,115,53,66,32,674,77717
True,True,False,False,False,True,0,2,62,4,50,22,35,7,318,33170
False,True,False,False,False,True,0,2,28,4,40,7,8,20,302,19385
False,False,False,False,False,False,0,0,77,1,65,13,19,25,556,37339
True,False,False,False,False,False,0,0,123,1,100,28,64,9,481,47445
False,False,False,True,False,True,0,0,98,2,60,15,23,20,550,39850
True,False,False,True,False,True,0,0,152,2,106,23,30,19,392,45634
True,False,True,False,False,True,0,4,192,10,116,20,42,24,474,50273
False,False,True,False,False,True,0,4,172,10,58,24,30,29,512,52335
True,False,True,True,False,True,0,0,36,5,19,14,10,0,325,23936
False,False,True,True,False,True,0,0,33,5,19,0,0,12,169,13139
False,False,False,False,False,False,0,0,31,0,36,6,5,18,243,18686
True,False,False,False,False,False,0,0,56,0,42,19,17,4,267,28546
False,False,False,False,False,True,0,2,134,3,58,10,16,13,475,37544
True,False,False,False,False,True,0,2,135,3,50,15,21,11,731,46200
False,True,True,True,True,True,1,4,257,7,115,26,46,38,634,67434
True,True,True,True,True,True,1,4,292,7,207,42,83,24,592,74444
False,False,False,False,True,False,1,1,148,6,129,29,37,33,747,64163
True,False,False,False,True,False,1,1,162,6,100,37,52,26,734,68205
False,False,False,True,False,True,0,0,93,3,95,17,36,25,603,47397
True,False,False,True,False,True,0,0,188,3,108,27,48,14,602,55975
False,True,False,False,False,False,0,1,108,1,104,14,23,33,363,34650
True,True,False,False,False,False,0,1,108,1,80,33,52,18,435,50333
True,True,True,True,True,True,2,4,157,10,81,39,46,26,713,66915
False,True,True,True,True,True,2,4,156,10,109,29,51,30,734,56724
False,False,False,False,False,True,0,0,122,2,48,18,14,27,441,38042
True,False,False,False,False,True,0,0,113,2,42,29,32,16,635,49504
False,True,False,False,False,False,0,2,128,0,46,5,4,21,360,27991
True,True,False,False,False,False,0,2,101,0,61,20,26,3,606,40443
True,True,True,True,False,False,0,2,138,9,38,21,38,15,424,44081
False,True,True,True,False,False,0,2,112,9,57,11,10,24,530,35827
True,False,False,False,False,True,0,0,81,3,24,15,25,5,340,33007
False,False,False,False,False,True,0,0,68,3,36,7,8,14,299,24929
False,False,False,False,True,True,1,2,231,8,114,20,52,27,632,60326
True,False,False,False,True,True,1,2,229,8,83,26,39,28,633,64689
False,False,False,True,False,True,0,0,78,1,83,23,30,28,545,40874
True,False,False,True,False,True,0,0,115,1,95,26,39,25,427,47032
False,False,False,False,False,False,1,1,161,2,70,25,24,31,626,52542
True,False,False,False,False,False,1,1,168,2,56,27,57,22,622,55263
False,False,False,False,False,False,0,0,108,0,73,18,32,28,570,37821
True,False,False,False,False,False,0,0,116,0,67,28,41,23,352,46377
False,False,False,True,False,False,0,0,70,2,35,7,4,13,492,28633
True,False,False,True,False,False,0,0,94,2,98,13,18,7,517,34998
False,False,False,False,False,False,0,0,106,1,77,18,34,25,381,37872
True,False,False,False,False,False,0,0,138,1,75,32,21,14,447,48932
False,False,False,False,False,False,0,0,118,5,148,19,56,21,566,45983
True,False,False,False,False,False,0,0,150,5,88,25,41,24,418,50477
True,False,True,False,True,True,1,0,156,8,79,20,33,8,535,47175
False,False,True,False,True,True,1,0,127,8,95,10,15,16,483,37572
False,False,True,True,False,True,1,1,132,10,129,32,52,33,430,54173
True,False,True,True,False,True,1,1,160,10,156,37,86,29,478,59026
True,True,False,True,True,True,1,3,83,4,93,14,40,12,463,35467
False,True,False,True,True,True,1,3,45,4,46,13,14,19,481,32700
False,True,False,True,True,True,1,3,219,6,126,23,27,22,635,57134
True,True,False,True,True,True,1,3,267,6,93,22,55,17,603,62213
False,False,False,True,False,False,0,3,301,4,101,26,61,28,682,66798
True,False,False,True,False,False,0,3,293,4,82,31,39,27,860,75561
True,False,True,False,False,True,0,2,92,9,48,23,31,9,368,38386
False,False,True,False,False,True,0,2,78,9,48,5,10,25,268,25142
False,False,False,False,False,False,0,0,64,1,61,10,11,22,376,26551
True,False,False,False,False,False,0,0,72,1,45,13,31,9,293,30879
True,False,False,True,True,False,1,2,105,4,52,21,24,20,353,37974
False,False,False,True,True,False,1,2,70,4,58,18,15,18,395,31110
True,True,True,True,True,True,1,3,134,11,85,18,34,12,369,37864
False,True,True,True,True,True,1,3,92,11,55,12,16,15,328,29945
False,True,False,True,False,True,0,4,170,7,147,32,68,34,697,66407
True,True,False,True,False,True,0,4,237,7,103,35,64,37,546,68282
True,False,True,True,False,True,1,3,158,10,70,27,53,18,427,52010
False,False,True,True,False,True,1,3,91,10,58,18,21,30,659,48610
True,True,False,False,False,True,0,2,87,5,39,25,25,14,319,34365
False,True,False,False,False,True,0,2,66,5,67,13,13,24,326,25806
False,False,False,False,False,False,0,0,65,1,45,4,6,16,391,24553
True,False,False,False,False,False,0,0,88,1,37,20,18,5,463,37118
True,False,True,True,False,True,0,0,83,8,84,21,29,4,318,33289
False,False,True,True,False,True,0,0,48,8,41,4,2,18,314,23292
True,False,False,True,True,True,1,5,285,10,79,38,77,28,708,71890
False,False,False,True,True,True,1,5,204,10,146,36,64,32,879,70967
False,False,False,False,False,True,0,1,144,2,92,12,16,21,466,39252
True,False,False,False,False,True,0,1,148,2,85,26,28,13,530,48000
False,False,False,True,True,False,1,0,115,1,131,16,25,32,497,36109
True,False,False,True,True,False,1,0,99,1,94,30,66,21,435,49723
False,False,False,False,False,False,0,2,86,1,72,21,30,34,332,35669
True,False,False,False,False,False,0,2,130,1,66,33,44,19,369,47874
True,True,True,True,True,True,2,4,209,9,165,28,64,23,491,57049
False,True,True,True,True,True,2,4,203,9,129,25,46,32,556,52495
True,True,True,True,False,True,0,3,121,8,35,11,16,10,555,37112
False,True,True,True,False,True,0,3,79,8,14,12,9,15,376,30902
False,False,False,False,False,False,0,0,80,0,36,7,10,13,308,25753
True,False,False,False,False,False,0,0,75,0,56,13,27,5,489,34808
True,True,True,True,False,True,0,3,136,8,82,29,45,17,600,50172
False,True,True,True,False,True,0,3,122,8,86,14,19,24,438,41652
True,False,True,False,True,True,1,3,147,9,117,27,58,18,555,47275
False,False,True,False,True,True,1,3,117,9,66,17,32,35,378,37686
False,False,False,False,False,False,0,1,94,1,93,18,30,30,416,34973
True,False,False,False,False,False,0,1,126,1,87,22,50,22,421,44663
False,False,False,False,False,False,0,1,89,2,94,18,10,32,531,36277
True,False,False,False,False,False,0,1,112,2,105,36,52,16,363,44732
True,False,False,False,False,False,1,0,167,8,87,24,45,17,613,52611
False,False,False,False,False,False,1,0,158,8,83,18,21,25,565,47514
False,True,False,False,False,False,0,1,112,2,67,12,14,15,459,34675
True,True,False,False,False,False,0,1,110,2,53,14,21,12,462,40099
False,False,False,False,True,False,1,0,177,1,61,19,41,35,609,49974
True,False,False,False,True,False,1,0,181,1,136,39,51,19,538,58948
False,False,False,False,False,False,0,1,144,3,71,20,36,27,483,41776
True,False,False,False,False,False,0,1,138,3,76,24,42,22,391,45819
False,True,False,False,False,False,0,2,109,1,82,13,20,28,385,34690
True,True,False,False,False,False,0,2,135,1,105,18,50,14,393,38701
True,True,True,True,True,True,1,2,107,7,34,21,27,5,344,40120
False,True,True,True,True,True,1,2,48,7,35,6,7,21,445,28753
False,False,False,False,False,False,0,0,22,0,14,1,1,13,161,13428
True,False,False,False,False,False,0,0,36,0,24,13,19,2,321,25853
False,False,False,True,False,False,0,1,182,3,128,13,11,29,709,43550
True,False,False,True,False,False,0,1,166,3,124,29,51,7,554,52506
False,False,False,False,False,False,0,2,141,2,93,21,33,25,639,45165
True,False,False,False,False,False,0,2,126,2,74,27,27,20,481,50685
True,False,True,True,True,True,2,4,135,11,76,27,45,8,695,56343
False,False,True,True,True,True,2,4,91,11,71,10,19,21,748,46918
True,True,True,True,True,True,2,2,150,10,100,38,78,23,426,59383
False,True,True,True,True,True,2,2,125,10,85,17,40,39,593,45927
False,False,False,False,False,False,0,0,115,3,76,14,38,27,357,36899
True,False,False,False,False,False,0,0,109,3,90,30,34,19,536,47000
False,False,False,False,False,False,0,0,111,0,44,12,21,19,528,33814
True,False,False,False,False,False,0,0,71,0,42,25,19,11,590,46954
False,False,False,False,False,False,0,0,94,1,97,10,15,27,349,30778
True,False,False,False,False,False,0,0,93,1,98,28,49,9,444,45379
False,False,False,True,False,False,0,0,111,1,90,29,37,32,528,48479
True,False,False,True,False,False,0,0,110,1,112,33,45,25,368,48442
False,False,False,True,False,False,0,0,76,2,78,16,16,21,449,38878
True,False,False,True,False,False,0,0,134,2,76,18,37,17,413,44239
False,False,False,False,False,False,0,1,132,3,58,26,22,31,521,44008
True,False,False,False,False,False,0,1,132,3,142,30,38,25,459,48919
False,True,False,False,False,False,0,1,85,0,54,12,15,23,434,32206
True,True,False,False,False,False,0,1,131,0,68,24,34,9,561,45883
False,False,False,True,True,True,1,1,81,7,83,23,21,23,460,43110
True,False,False,True,True,True,1,1,106,7,81,21,53,20,321,39722
False,False,False,True,False,False,0,0,147,2,111,21,19,38,416,43074
True,False,False,True,False,False,0,0,185,2,145,39,80,23,465,54535
True,True,True,True,False,True,0,2,72,8,56,30,46,14,415,38983
False,True,True,True,False,True,0,2,59,8,109,14,19,29,271,27942
False,False,False,False,False,False,0,0,63,2,53,11,15,28,506,33856
True,False,False,False,False,False,0,0,107,2,48,33,33,12,516,45149
False,False,False,True,False,False,0,0,85,1,65,12,16,21,303,28859
True,False,False,True,False,False,0,0,95,1,74,23,30,12,471,40719
False,False,False,False,False,False,0,0,81,2,45,7,11,22,524,32261
True,False,False,False,False,False,0,0,126,2,78,21,33,9,455,44102
True,False,True,False,True,False,1,1,112,8,73,23,30,22,398,43270
False,False,True,False,True,False,1,1,106,8,73,20,28,25,352,36843
False,False,False,False,False,False,0,0,25,0,38,4,3,14,234,16555
True,False,False,False,False,False,0,0,49,0,42,13,22,7,186,25525
True,True,True,False,True,False,1,4,190,9,67,29,46,28,474,54781
False,True,True,False,True,False,1,4,115,9,90,29,31,23,701,52584
True,False,True,False,True,True,1,1,125,8,99,31,54,19,389,47586
False,False,True,False,True,True,1,1,137,8,94,17,20,34,395,37552
True,False,True,True,True,False,1,2,214,9,90,31,52,20,607,61361
False,False,True,True,True,False,1,2,129,9,56,23,31,28,892,61477
False,True,False,False,False,True,0,2,97,2,38,16,16,21,375,35948
True,True,False,False,False,True,0,2,92,2,25,25,22,12,559,45883
True,True,True,False,False,True,0,1,46,7,33,10,18,3,232,23715
False,True,True,False,False,True,0,1,23,7,25,2,5,12,171,14237
True,False,True,True,True,True,1,2,130,10,122,24,53,18,501,48316
False,False,True,True,True,True,1,2,105,10,124,15,25,28,499,39058
True,False,False,True,False,True,0,2,153,9,100,31,30,22,840,62908
False,False,False,True,False,True,0,2,191,9,94,28,46,25,565,59858
False,True,False,False,False,True,0,2,139,3,74,15,17,23,418,37528
True,True,False,False,False,True,0,2,124,3,63,28,31,14,596,50957
False,False,True,True,False,True,0,1,105,5,91,23,33,26,538,46569
True,False,True,True,False,True,0,1,110,5,60,33,35,21,625,52793
True,True,False,True,False,True,0,3,75,6,63,18,26,9,395,33565
False,True,False,True,False,True,0,3,44,6,33,10,10,21,382,26710
True,True,True,False,True,True,1,2,144,10,93,36,50,18,444,51581
False,True,True,False,True,True,1,2,131,10,54,22,21,33,444,41509
False,False,False,True,False,False,0,0,103,0,46,5,14,12,570,30369
True,False,False,True,False,False,0,0,115,0,41,10,14,9,413,34519
False,False,True,False,False,True,0,1,110,7,75,17,18,25,740,53204
True,False,True,False,False,True,0,1,123,7,111,26,34,16,695,53854
True,False,False,False,False,True,0,1,61,1,44,13,20,5,236,24710
False,False,False,False,False,True,0,1,66,1,26,5,7,14,256,21238
False,True,False,True,False,True,0,1,112,3,59,13,18,23,411,36330
True,True,False,True,False,True,0,1,102,3,79,26,39,14,412,43075
False,True,False,False,True,False,1,2,111,2,53,20,34,23,662,46374
True,True,False,False,True,False,1,2,127,2,87,29,34,20,527,55498
True,False,True,False,False,False,0,1,242,9,71,29,55,16,591,55999
False,False,True,False,False,False,0,1,96,9,55,18,15,24,803,57665
True,True,True,True,False,True,0,3,92,9,57,25,45,7,340,40830
False,True,True,True,False,True,0,3,62,9,56,11,5,20,347,25741
False,False,False,False,False,True,0,0,80,1,47,7,9,18,520,31231
True,False,False,False,False,True,0,0,114,1,66,16,40,6,386,36848
True,True,True,False,True,True,1,3,92,7,67,39,40,26,388,55367
False,True,True,False,True,True,1,3,106,7,85,24,37,40,298,40666
False,False,False,False,False,False,0,0,95,0,59,15,24,23,352,35583
True,False,False,False,False,False,0,0,135,0,51,20,23,12,536,45910
True,True,True,True,False,True,0,2,84,9,61,37,40,16,252,41144
False,True,True,True,False,True,0,2,86,9,93,15,25,32,294,30936
False,False,False,True,False,False,0,1,130,4,71,14,21,30,452,45397
True,False,False,True,False,False,0,1,187,4,68,36,54,14,482,58736
False,False,False,True,False,False,0,0,138,6,125,15,43,39,648,44344
True,False,False,True,False,False,0,0,68,6,91,43,53,25,515,53640
False,False,False,False,False,False,0,2,157,6,89,23,37,39,518,51500
True,False,False,False,False,False,0,2,162,6,127,32,67,24,446,54934
True,False,True,True,True,False,1,1,139,8,55,31,39,19,433,54143
False,False,True,True,True,False,1,1,92,8,40,22,20,27,608,44506
True,False,False,False,False,False,0,2,79,6,62,18,46,8,465,36059
False,False,False,False,False,False,0,2,96,6,47,11,15,25,333,30632
False,False,False,False,False,False,0,0,111,1,49,14,10,19,399,32640
True,False,False,False,False,False,0,0,69,1,38,25,30,15,521,43805
True,True,False,True,False,True,0,2,40,3,42,19,15,4,335,26454
False,True,False,True,False,True,0,2,32,3,39,3,2,19,189,17629
False,True,False,False,False,False,0,1,50,0,40,9,10,18,227,22294
True,True,False,False,False,False,0,1,76,0,66,17,23,8,242,25154
False,False,False,False,False,False,0,0,24,0,11,4,2,9,156,14460
True,False,False,False,False,False,0,0,25,0,47,10,8,4,317,24689
True,True,False,False,False,True,0,1,78,7,73,16,26,7,328,33039
False,True,False,False,False,True,0,1,58,7,26,9,8,19,230,23380
True,False,False,False,False,False,1,1,178,9,108,47,54,40,644,71532
False,False,False,False,False,False,1,1,255,9,192,33,54,42,591,62070
False,False,False,False,True,False,1,1,92,1,94,12,23,22,341,33633
True,False,False,False,True,False,1,1,116,1,120,23,40,11,428,41943
False,False,False,True,False,False,0,1,119,2,119,19,31,24,392,38342
True,False,False,True,False,False,0,1,138,2,92,24,49,18,425,44086
True,True,True,False,True,True,1,3,139,10,102,27,40,11,431,46913
False,True,True,False,True,True,1,3,81,10,49,11,9,28,548,36729
False,True,False,False,False,False,0,2,92,1,44,9,10,17,294,26271
True,True,False,False,False,False,0,2,99,1,50,17,19,10,375,34069
False,False,False,False,False,False,0,0,91,1,32,6,4,16,466,25722
True,False,False,False,False,False,0,0,58,1,45,18,19,5,518,38345
False,False,False,False,False,False,0,0,41,0,32,9,12,14,236,20521
True,False,False,False,False,False,0,0,60,0,22,13,10,5,285,26783
True,False,True,False,False,True,0,0,22,7,19,9,11,3,165,19240
False,False,True,False,False,True,0,0,10,7,25,3,4,8,72,10168
True,True,True,True,True,True,2,4,195,11,143,18,36,17,479,50045
False,True,True,True,True,True,2,4,138,11,92,18,24,19,735,47660
False,False,False,False,False,False,0,0,46,0,44,11,9,26,251,23153
True,False,False,False,False,False,0,0,65,0,56,22,30,10,315,30475
False,False,False,True,False,False,0,0,132,2,150,21,48,29,531,47359
True,False,False,True,False,False,0,0,175,2,104,31,52,20,465,54435
True,True,True,True,True,True,1,3,216,8,84,30,49,21,608,60002
False,True,True,True,True,True,1,3,171,8,118,27,41,26,793,58927
True,True,True,True,True,True,1,3,107,10,63,18,35,9,308,38880
False,True,True,True,True,True,1,3,76,10,103,9,10,14,475,30992
False,False,False,False,True,False,1,2,232,7,105,28,60,34,777,61870
True,False,False,False,True,False,1,2,226,7,140,29,57,35,606,61797
True,True,True,True,True,True,1,3,135,11,165,40,72,23,429,53121
False,True,True,True,True,True,1,3,115,11,114,17,48,36,342,36960
True,True,True,True,True,True,1,3,113,9,122,43,45,23,535,53941
False,True,True,True,True,True,1,3,135,9,66,19,30,34,413,42114
False,False,False,False,False,False,0,0,19,0,17,2,2,9,147,14113
True,False,False,False,False,False,0,0,39,0,37,11,12,2,243,24437
True,True,True,False,True,True,1,3,87,9,62,17,32,13,553,39329
False,True,True,False,True,True,1,3,82,9,45,15,15,19,530,35909
True,True,True,True,True,True,1,2,129,8,89,24,39,20,446,47416
False,True,True,True,True,True,1,2,141,8,71,23,48,20,646,44523
True,True,True,False,True,False,1,1,103,8,39,25,39,25,605,52970
False,True,True,False,True,False,1,1,120,8,93,28,17,26,679,53269
False,False,False,False,False,False,0,1,117,3,97,20,33,25,356,38428
True,False,False,False,False,False,0,1,111,3,61,11,37,23,364,36300
True,True,False,False,False,False,0,3,155,5,84,29,45,23,498,50879
False,True,False,False,False,False,0,3,136,5,105,24,26,28,636,50037
True,True,True,True,True,False,1,3,114,6,67,22,37,16,420,43683
False,True,True,True,True,False,1,3,99,6,89,14,29,26,379,35436
False,False,False,False,False,False,0,1,102,0,72,17,23,25,583,41154
True,False,False,False,False,False,0,1,146,0,50,19,34,15,481,46985
False,True,False,True,False,True,0,2,120,3,107,15,31,31,315,37434
True,True,False,True,False,True,0,2,152,3,186,33,72,17,397,46629
False,False,False,False,False,False,0,0,35,0,28,4,6,16,204,16727
True,False,False,False,False,False,0,0,35,0,35,15,17,5,349,27543
True,True,True,True,True,True,1,1,173,10,79,16,28,20,482,44257
False,True,True,True,True,True,1,1,125,10,84,18,34,17,456,37806
False,True,False,True,False,True,0,1,91,3,61,23,28,27,420,39256
True,True,False,True,False,True,0,1,88,3,77,36,36,22,460,50022
False,False,False,True,False,True,0,0,70,2,65,9,11,21,328,30048
True,False,False,True,False,True,0,0,89,2,29,19,28,8,619,38613
False,False,False,False,False,False,0,0,73,0,111,14,12,22,426,31846
True,False,False,False,False,False,0,0,118,0,61,23,38,10,389,41477
True,True,False,True,True,True,1,2,85,3,57,19,28,11,312,33448
False,True,False,True,True,True,1,2,55,3,41,12,10,17,412,29835
True,True,True,False,False,False,2,3,145,10,128,35,66,26,539,62570
False,True,True,False,False,False,2,3,176,10,102,19,45,39,563,56107
True,False,True,True,True,True,1,0,115,10,49,24,27,10,340,42192
False,False,True,True,True,True,1,0,101,10,49,9,10,21,340,31366
True,True,True,False,False,False,1,3,108,9,59,28,40,20,724,57809
False,True,True,False,False,False,1,3,148,9,75,23,36,25,505,49612
False,False,False,False,False,False,0,0,68,0,82,20,35,23,352,37694
True,False,False,False,False,False,0,0,99,0,55,23,44,21,376,47277
False,True,False,False,False,False,0,1,38,0,28,0,7,10,221,16714
True,True,False,False,False,False,0,1,45,0,24,6,13,3,363,25309
False,False,False,False,False,False,0,0,62,2,63,11,12,19,342,31355
True,False,False,False,False,False,0,0,78,2,57,23,26,9,517,41902
True,False,False,True,True,False,1,2,144,9,88,30,58,28,491,52997
False,False,False,True,True,False,1,2,134,9,58,28,45,31,478,50239
False,False,False,False,False,False,0,0,44,0,36,8,11,15,240,20863
True,False,False,False,False,False,0,0,58,0,25,13,19,8,232,24032
True,False,True,True,False,True,0,1,68,6,59,14,31,8,269,30765
False,False,True,True,False,True,0,1,51,6,38,10,6,15,311,23688
True,True,False,True,False,True,0,3,104,4,56,18,28,11,300,31943
False,True,False,True,False,True,0,3,72,4,26,8,13,27,422,28053
True,False,True,False,True,False,1,3,135,9,56,7,19,7,609,40629
False,False,True,False,True,False,1,3,102,9,34,3,10,11,374,30110
False,False,False,False,False,False,0,3,154,1,107,11,20,23,436,38516
True,False,False,False,False,False,0,3,175,1,57,20,41,13,672,47267
False,False,False,False,False,False,1,0,163,3,36,15,22,31,604,48952
True,False,False,False,False,False,1,0,147,3,102,39,64,17,510,56434
True,True,True,True,True,True,1,2,129,11,73,28,40,21,449,49186
False,True,True,True,True,True,1,2,115,11,78,17,29,29,551,43302
True,True,True,False,True,False,1,2,92,10,86,23,44,20,389,41981
False,True,True,False,True,False,1,2,84,10,38,18,21,26,551,39936
True,True,True,False,True,True,1,4,161,9,60,12,34,13,509,44768
False,True,True,False,True,True,1,4,108,9,71,12,15,18,677,40492
False,False,False,False,True,False,1,2,173,4,59,17,30,20,502,45788
True,False,False,False,True,False,1,2,166,4,86,16,26,22,486,44978
True,False,True,False,True,False,1,2,131,8,49,30,52,23,395,48079
False,False,True,False,True,False,1,2,142,8,108,21,38,33,372,41997
True,True,True,True,False,True,0,3,155,9,103,33,65,30,435,52279
False,True,True,True,False,True,0,3,130,9,132,21,50,33,443,44293
True,False,True,True,True,True,1,2,160,10,92,34,59,21,418,50385
False,False,True,True,True,True,1,2,109,10,111,21,26,31,491,37995
True,True,False,True,False,False,0,2,48,2,14,20,14,7,307,26188
False,True,False,True,False,False,0,2,42,2,58,6,8,20,259,19984
True,False,True,True,False,True,0,1,79,8,61,26,44,13,304,37718
False,False,True,True,False,True,0,1,77,8,62,13,23,27,275,31842
False,False,False,False,False,False,0,0,112,1,107,14,39,23,401,36046
True,False,False,False,False,False,0,0,108,1,86,25,38,21,510,49289
True,True,True,True,False,True,0,3,63,5,49,20,22,3,447,33954
False,True,True,True,False,True,0,3,51,5,19,4,5,16,446,25772
False,True,False,True,False,False,0,1,137,2,101,19,50,32,534,50655
True,True,False,True,False,False,0,1,168,2,149,33,47,24,549,59436
True,False,False,True,True,True,1,4,209,11,130,44,82,34,589,74792
False,False,False,True,True,True,1,4,213,11,127,34,62,41,501,67190
True,False,False,False,True,False,2,3,162,9,105,34,41,26,786,66821
False,False,False,False,True,False,2,3,190,9,75,30,48,27,702,62927
True,True,False,True,False,True,0,2,81,4,30,21,19,5,339,32370
False,True,False,True,False,True,0,2,42,4,58,6,13,22,246,21973
False,False,False,True,False,False,0,0,85,3,47,5,0,14,361,28556
True,False,False,True,False,False,0,0,76,3,46,16,18,5,554,40637
True,True,False,False,False,True,0,2,53,4,58,22,25,6,276,28814
False,True,False,False,False,True,0,2,36,4,43,6,12,21,210,18093
False,False,False,False,False,False,0,0,34,0,38,2,7,10,204,16847
True,False,False,False,False,False,0,0,47,0,39,8,19,6,362,25410
True,False,True,False,False,False,0,3,75,9,91,33,41,9,473,43373
False,False,True,False,False,False,0,3,79,9,55,9,10,30,383,33147
True,True,True,False,True,True,1,3,120,10,221,38,47,12,435,49756
False,True,True,False,True,True,1,3,46,10,46,16,28,34,427,34299
True,True,True,True,False,True,1,4,215,11,84,37,37,33,736,63513
False,True,True,True,False,True,1,4,138,11,104,36,34,36,793,62410
True,True,True,True,False,True,0,1,36,6,21,17,9,3,322,25756
False,True,True,True,False,True,0,1,33,6,15,3,4,14,244,15498
True,False,True,True,True,True,1,1,118,9,100,27,58,12,359,41848
False,False,True,True,True,True,1,1,93,9,55,13,22,34,504,34559
False,False,False,False,False,False,0,0,129,1,50,10,23,19,300,30004
True,False,False,False,False,False,0,0,94,1,40,22,25,10,329,37792
False,True,False,True,False,True,0,2,193,6,109,16,35,25,560,52650
True,True,False,True,False,True,0,2,170,6,157,21,51,24,559,56532
True,False,True,True,True,True,4,4,270,11,86,23,36,24,839,68465
False,False,True,True,True,True,4,4,260,11,143,25,41,23,825,67848
True,True,True,True,True,False,1,2,106,11,78,25,36,24,476,47571
False,True,True,True,True,False,1,2,109,11,100,18,37,22,528,38920
False,False,False,False,False,False,0,0,71,1,37,18,12,24,496,37883
True,False,False,False,False,False,0,0,108,1,112,29,49,14,399,46564
False,False,False,False,True,False,2,1,148,4,54,25,33,24,536,50826
True,False,False,False,True,False,2,1,152,4,93,20,42,25,599,51055
False,False,False,False,False,False,0,0,33,0,21,3,3,12,136,16205
True,False,False,False,False,False,0,0,46,0,22,9,13,5,254,24488
True,False,True,True,True,True,1,1,137,8,66,31,46,25,632,53089
False,False,True,True,True,True,1,1,124,8,69,22,30,29,434,44179
True,True,True,True,True,True,2,4,174,9,123,29,56,16,365,49116
False,True,True,True,True,True,2,4,141,9,79,13,42,31,475,39678
